date,lux1,lux2,lux3,lux4,weather_condition,season,lux_diff_1_2,lux_ratio_1_3,lux1_moving_avg,lux1_weather_interaction,light1,light2,light3,light4,light5,light6,light7,light8,light9
2024-09-07,822,540,648,189,1,1,282,1.2685185185185186,782.0,822,1,22,27,24,55,65,24,51,23
2024-09-07,417,632,434,792,0,1,-215,0.9608294930875576,743.0,0,55,45,25,8,48,53,8,99,47
2024-09-07,131,295,191,354,1,0,-164,0.6858638743455497,456.6666666666667,131,76,51,22,61,41,8,11,2,54
2024-09-07,769,789,629,554,0,1,-20,1.2225755166931638,439.0,0,50,9,78,25,22,82,10,22,51
2024-09-07,384,618,965,352,0,0,-234,0.39792746113989635,428.0,0,53,45,35,56,51,41,37,16,37
2024-09-07,404,169,162,356,1,1,235,2.493827160493827,519.0,404,15,27,90,36,78,35,27,70,66
2024-09-07,528,738,761,482,1,1,-210,0.6938239159001314,438.6666666666667,528,17,96,5,15,52,9,7,25,92
2024-09-07,576,498,611,541,1,1,78,0.9427168576104746,502.6666666666667,576,6,42,34,36,15,58,73,17,7
2024-09-07,385,771,238,957,0,0,-386,1.6176470588235294,496.3333333333333,0,44,25,37,75,95,39,88,45,28
2024-09-07,243,859,797,698,2,0,-616,0.30489335006273527,401.3333333333333,486,35,54,34,23,36,53,46,69,9
2024-09-07,523,302,284,189,1,0,221,1.841549295774648,383.6666666666667,523,40,47,99,25,17,38,35,30,68
2024-09-07,118,247,304,848,1,1,-129,0.3881578947368421,294.6666666666667,118,93,28,73,19,19,6,49,92,74
2024-09-08,117,571,871,489,1,1,-454,0.13432835820895522,252.66666666666666,117,41,26,93,8,45,3,8,8,67
2024-09-08,868,754,313,681,0,0,114,2.7731629392971247,367.6666666666667,0,6,17,52,86,1,14,59,34,48
2024-09-08,689,298,355,143,0,0,391,1.9408450704225353,558.0,0,14,59,37,28,86,75,71,80,57
2024-09-08,470,525,234,811,2,1,-55,2.0085470085470085,675.6666666666666,940,59,73,92,30,93,47,66,59,34
2024-09-08,274,765,672,763,1,0,-491,0.40773809523809523,477.6666666666667,274,39,68,58,18,62,5,52,75,49
2024-09-08,293,591,974,697,0,1,-298,0.3008213552361396,345.6666666666667,0,82,73,42,19,2,72,81,62,39
2024-09-08,601,987,921,118,2,0,-386,0.6525515743756786,389.3333333333333,1202,36,20,3,86,45,34,98,99,11
2024-09-08,212,995,187,200,1,0,-783,1.1336898395721926,368.6666666666667,212,65,23,4,26,48,71,16,51,84
2024-09-08,213,241,935,706,0,0,-28,0.22780748663101605,342.0,0,54,2,67,93,0,70,99,47,15
2024-09-08,321,412,306,865,1,1,-91,1.0490196078431373,248.66666666666666,321,76,94,99,84,21,67,52,60,77
2024-09-08,777,264,228,456,1,1,513,3.4078947368421053,437.0,777,94,61,44,43,92,57,27,23,84
2024-09-08,930,413,922,641,0,0,517,1.0086767895878526,676.0,0,79,1,79,34,13,76,62,73,47
2024-09-08,743,120,102,860,0,1,623,7.284313725490196,816.6666666666666,0,55,65,24,70,91,18,14,57,90
2024-09-08,996,181,853,132,0,1,815,1.167643610785463,889.6666666666666,0,43,41,77,21,84,61,18,63,99
2024-09-08,363,680,220,328,1,1,-317,1.65,700.6666666666666,363,56,33,10,73,44,70,85,29,0
2024-09-08,154,230,484,623,1,1,-76,0.3181818181818182,504.3333333333333,154,5,41,28,86,95,9,69,28,64
2024-09-08,970,698,713,729,2,0,272,1.3604488078541375,495.6666666666667,1940,91,19,33,14,5,24,46,9,21
2024-09-08,742,829,137,961,1,1,-87,5.416058394160584,622.0,742,31,96,85,93,64,43,70,38,14
2024-09-08,899,404,440,254,0,1,495,2.043181818181818,870.3333333333334,0,73,67,13,97,20,98,47,54,83
2024-09-08,877,470,744,522,1,0,407,1.178763440860215,839.3333333333334,877,17,44,23,12,3,57,72,27,66
2024-09-08,557,956,813,345,2,1,-399,0.6851168511685117,777.6666666666666,1114,67,74,58,3,2,24,19,17,13
2024-09-08,977,952,959,504,2,1,25,1.018769551616267,803.6666666666666,1954,72,41,38,81,29,92,36,40,72
2024-09-09,261,483,120,943,0,1,-222,2.175,598.3333333333334,0,6,46,25,55,30,75,74,80,18
2024-09-09,479,544,341,858,0,0,-65,1.404692082111437,572.3333333333334,0,7,4,42,22,33,39,1,74,39
2024-09-09,186,524,554,640,2,0,-338,0.33574007220216606,308.6666666666667,372,63,88,35,96,82,75,63,64,97
2024-09-09,154,260,720,260,2,1,-106,0.21388888888888888,273.0,308,6,48,38,97,19,69,85,80,3
2024-09-09,575,277,402,846,2,1,298,1.4303482587064678,305.0,1150,40,36,60,33,86,9,35,99,32
2024-09-09,899,728,695,801,0,0,171,1.2935251798561151,542.6666666666666,0,39,33,15,99,53,65,4,99,42
2024-09-09,277,807,694,216,2,0,-530,0.39913544668587897,583.6666666666666,554,2,72,58,98,24,24,63,45,36
2024-09-09,490,994,902,370,2,0,-504,0.5432372505543237,555.3333333333334,980,16,69,95,16,14,70,6,59,65
2024-09-09,448,589,168,869,0,1,-141,2.6666666666666665,405.0,0,65,17,5,27,37,86,69,8,26
2024-09-09,107,426,228,791,1,1,-319,0.4692982456140351,348.3333333333333,107,78,77,97,13,22,10,21,44,44
2024-09-09,932,697,295,586,1,0,235,3.159322033898305,495.6666666666667,932,92,18,55,33,51,35,73,59,80
2024-09-09,412,388,239,984,2,1,24,1.7238493723849373,483.6666666666667,824,51,77,7,74,65,48,45,27,49
2024-09-09,858,692,543,271,1,1,166,1.580110497237569,734.0,858,21,39,93,56,56,47,39,96,94
2024-09-09,934,763,382,373,1,1,171,2.445026178010471,734.6666666666666,934,3,16,26,76,56,86,60,2,62
2024-09-09,542,672,411,358,1,1,-130,1.3187347931873479,778.0,542,5,59,70,96,78,6,45,50,5
2024-09-09,866,672,845,234,1,1,194,1.0248520710059172,780.6666666666666,866,37,98,26,54,51,90,83,7,94
2024-09-09,427,453,634,782,2,1,-26,0.6735015772870663,611.6666666666666,854,25,92,88,65,34,76,27,69,66
2024-09-09,153,127,764,821,1,1,26,0.20026178010471204,482.0,153,10,41,45,97,73,50,86,58,66
2024-09-09,860,142,376,847,1,0,718,2.2872340425531914,480.0,860,89,80,40,92,13,16,34,60,96
2024-09-09,338,780,160,521,0,0,-442,2.1125,450.3333333333333,0,16,71,78,36,90,31,0,57,58
2024-09-09,328,522,418,520,2,0,-194,0.784688995215311,508.6666666666667,656,87,64,24,67,13,25,28,69,12
2024-09-09,678,697,989,285,0,0,-19,0.6855409504550051,448.0,0,91,52,85,75,98,21,8,92,20
2024-09-10,150,276,151,463,0,0,-126,0.9933774834437086,385.3333333333333,0,98,99,17,25,32,12,8,11,63
2024-09-10,708,628,955,706,2,0,80,0.7413612565445026,512.0,1416,30,6,11,60,51,11,21,8,36
2024-09-10,703,709,252,477,1,0,-6,2.7896825396825395,520.3333333333334,703,76,4,86,91,0,70,62,48,79
2024-09-10,363,593,848,622,0,0,-230,0.42806603773584906,591.3333333333334,0,34,23,50,66,33,0,65,82,84
2024-09-10,517,297,410,679,2,0,220,1.2609756097560976,527.6666666666666,1034,15,27,38,83,18,32,79,16,47
2024-09-10,902,709,913,990,1,1,193,0.9879518072289156,594.0,902,78,61,88,73,23,13,57,53,55
2024-09-10,195,676,643,821,2,1,-481,0.30326594090202175,538.0,390,17,16,9,51,3,63,69,43,43
2024-09-10,187,941,666,295,0,0,-754,0.2807807807807808,428.0,0,61,19,93,17,35,42,54,31,12
2024-09-10,177,952,963,980,1,1,-775,0.1838006230529595,186.33333333333334,177,26,2,73,52,76,57,12,34,3
2024-09-10,387,616,488,197,1,1,-229,0.7930327868852459,250.33333333333334,387,34,36,97,62,57,40,96,77,94
2024-09-10,219,613,647,704,2,0,-394,0.3384853168469861,261.0,438,44,89,76,52,31,80,18,48,72
2024-09-10,913,121,721,121,1,0,792,1.2662968099861305,506.3333333333333,913,34,14,53,26,8,67,78,53,32
2024-09-10,590,211,276,549,0,0,379,2.13768115942029,574.0,0,27,50,28,30,79,38,32,15,36
2024-09-10,551,156,461,271,0,1,395,1.1952277657266812,684.6666666666666,0,8,47,40,90,66,0,73,84,52
2024-09-10,599,165,413,482,0,1,434,1.450363196125908,580.0,0,75,7,8,0,19,40,64,11,23
2024-09-10,264,941,906,233,2,0,-677,0.2913907284768212,471.3333333333333,528,14,12,62,5,73,44,59,87,88
2024-09-10,281,197,947,525,1,1,84,0.2967265047518479,381.3333333333333,281,20,47,76,10,61,87,11,97,50
2024-09-10,568,243,196,124,1,1,325,2.8979591836734695,371.0,568,51,2,36,33,57,97,42,7,40
2024-09-10,834,979,980,602,1,1,-145,0.8510204081632653,561.0,834,34,64,13,83,21,97,92,20,28
2024-09-10,922,534,312,284,0,0,388,2.9551282051282053,774.6666666666666,0,96,72,72,62,66,87,16,47,58
2024-09-10,106,736,928,184,1,1,-630,0.11422413793103449,620.6666666666666,106,50,30,71,52,74,78,67,7,39
2024-09-10,429,778,236,666,0,1,-349,1.8177966101694916,485.6666666666667,0,82,25,38,84,88,80,28,27,50
2024-09-11,874,185,105,862,1,1,689,8.323809523809524,469.6666666666667,874,54,80,39,84,47,12,54,79,49
2024-09-11,772,687,208,243,0,1,85,3.7115384615384617,691.6666666666666,0,86,55,53,17,7,70,6,9,35
2024-09-11,250,443,646,962,1,1,-193,0.38699690402476783,632.0,250,76,33,2,20,72,8,43,51,78
2024-09-11,184,393,138,778,2,1,-209,1.3333333333333333,402.0,368,43,8,54,18,14,62,76,14,59
2024-09-11,246,670,761,511,2,1,-424,0.3232588699080158,226.66666666666666,492,64,61,32,3,31,98,4,3,17
2024-09-11,723,749,524,323,0,0,-26,1.3797709923664123,384.3333333333333,0,92,12,95,76,52,22,59,89,19
2024-09-11,480,710,729,319,0,0,-230,0.6584362139917695,483.0,0,87,68,70,81,66,53,5,78,4
2024-09-11,647,803,360,278,1,1,-156,1.7972222222222223,616.6666666666666,647,79,40,18,28,3,46,97,99,17
2024-09-11,384,342,525,730,1,0,42,0.7314285714285714,503.6666666666667,384,24,76,33,24,29,38,6,95,39
2024-09-11,799,930,186,532,2,1,-131,4.295698924731183,610.0,1598,86,0,77,55,12,86,45,61,0
2024-09-11,181,660,564,364,1,1,-479,0.32092198581560283,454.6666666666667,181,91,88,49,76,20,25,56,3,18
2024-09-11,613,131,175,528,0,1,482,3.5028571428571427,531.0,0,46,46,46,62,40,0,53,40,86
2024-09-11,996,490,570,761,0,0,506,1.7473684210526317,596.6666666666666,0,79,3,45,26,18,13,91,72,25
2024-09-11,914,376,513,515,0,1,538,1.7816764132553606,841.0,0,55,99,55,59,47,95,45,98,28
2024-09-11,808,631,924,552,0,1,177,0.8744588744588745,906.0,0,37,62,56,82,85,73,9,54,58
2024-09-11,622,253,994,826,0,0,369,0.6257545271629779,781.3333333333334,0,10,51,82,48,62,64,3,27,62
2024-09-11,845,482,825,296,2,0,363,1.0242424242424242,758.3333333333334,1690,66,9,50,64,19,68,66,46,97
2024-09-11,485,167,556,653,2,1,318,0.8723021582733813,650.6666666666666,970,14,27,53,37,63,66,24,8,82
2024-09-11,806,977,384,152,0,0,-171,2.0989583333333335,712.0,0,0,5,89,82,36,48,86,1,61
2024-09-11,570,983,338,579,1,0,-413,1.6863905325443787,620.3333333333334,570,6,26,80,51,30,49,90,66,47
2024-09-11,218,313,776,542,0,1,-95,0.2809278350515464,531.3333333333334,0,0,11,27,0,73,57,77,47,61
2024-09-11,495,754,698,429,2,1,-259,0.7091690544412608,427.6666666666667,990,48,61,18,39,17,52,60,68,17
2024-09-12,631,475,752,350,0,1,156,0.839095744680851,448.0,0,95,51,26,80,19,90,37,73,65
2024-09-12,360,843,771,906,2,0,-483,0.4669260700389105,495.3333333333333,720,72,47,47,20,81,56,31,27,26
2024-09-12,904,312,657,989,2,0,592,1.3759512937595129,631.6666666666666,1808,28,66,18,85,10,85,22,78,5
2024-09-12,355,178,471,882,0,0,177,0.7537154989384289,539.6666666666666,0,25,45,96,14,85,17,36,13,69
2024-09-12,833,825,594,222,0,1,8,1.4023569023569022,697.3333333333334,0,86,96,50,49,43,15,2,45,58
2024-09-12,325,727,723,978,1,0,-402,0.44951590594744123,504.3333333333333,325,44,73,6,47,81,1,98,86,5
2024-09-12,152,703,144,486,2,0,-551,1.0555555555555556,436.6666666666667,304,92,94,28,31,63,12,12,12,30
2024-09-12,966,881,500,438,1,1,85,1.932,481.0,966,96,14,42,48,33,44,33,15,93
2024-09-12,599,480,346,877,0,1,119,1.73121387283237,572.3333333333334,0,70,70,68,67,86,79,87,93,55
2024-09-12,605,779,715,447,2,1,-174,0.8461538461538461,723.3333333333334,1210,11,35,93,44,64,71,64,39,53
2024-09-12,953,157,696,128,1,0,796,1.3692528735632183,719.0,953,94,13,57,31,54,42,75,71,84
2024-09-12,463,895,549,134,1,1,-432,0.843351548269581,673.6666666666666,463,31,77,7,3,73,71,7,80,40
2024-09-12,379,125,584,617,1,0,254,0.648972602739726,598.3333333333334,379,19,2,41,64,0,53,82,29,17
2024-09-12,692,980,745,495,0,0,-288,0.9288590604026845,511.3333333333333,0,50,66,75,96,37,73,8,80,86
2024-09-12,813,546,719,722,0,1,267,1.1307371349095967,628.0,0,80,85,41,70,8,96,27,98,22
2024-09-12,257,165,117,393,0,1,92,2.1965811965811968,587.3333333333334,0,35,18,12,72,94,30,77,64,91
2024-09-12,731,859,705,688,2,1,-128,1.0368794326241135,600.3333333333334,1462,66,98,25,64,70,75,90,57,35
2024-09-12,158,353,761,448,0,1,-195,0.2076215505913272,382.0,0,0,75,17,79,16,8,17,87,24
2024-09-12,826,998,857,246,2,1,-172,0.9638273045507585,571.6666666666666,1652,26,53,41,17,98,72,41,47,6
2024-09-12,227,143,388,166,1,0,84,0.5850515463917526,403.6666666666667,227,39,68,50,53,51,47,40,48,81
2024-09-12,835,196,513,619,1,0,639,1.6276803118908383,629.3333333333334,835,96,9,83,46,17,17,69,88,19
2024-09-12,820,653,820,221,0,0,167,1.0,627.3333333333334,0,83,32,15,5,62,93,32,1,4
2024-09-13,981,326,737,439,1,1,655,1.3310719131614654,878.6666666666666,981,13,12,2,65,32,95,88,88,17
2024-09-13,214,873,334,274,0,0,-659,0.6407185628742516,671.6666666666666,0,99,98,90,8,3,86,76,13,32
2024-09-13,308,778,515,999,2,1,-470,0.5980582524271845,501.0,616,68,50,78,67,86,10,53,96,78
2024-09-13,625,535,598,790,1,1,90,1.0451505016722409,382.3333333333333,625,86,31,97,22,74,61,86,16,34
2024-09-13,620,890,733,696,0,0,-270,0.8458390177353342,517.6666666666666,0,78,74,44,42,51,83,35,30,64
2024-09-13,651,700,749,550,1,0,-49,0.8691588785046729,632.0,651,5,23,21,50,8,18,96,9,62
2024-09-13,336,478,214,656,1,1,-142,1.5700934579439252,535.6666666666666,336,32,34,22,71,63,99,84,69,84
2024-09-13,380,277,773,235,0,0,103,0.49159120310478654,455.6666666666667,0,54,82,58,24,29,89,97,88,71
2024-09-13,458,526,812,954,1,1,-68,0.5640394088669951,391.3333333333333,458,18,69,61,79,7,73,55,36,70
2024-09-13,300,808,333,115,1,0,-508,0.9009009009009009,379.3333333333333,300,76,39,67,34,4,23,99,63,40
2024-09-13,857,406,639,432,1,0,451,1.3411580594679187,538.3333333333334,857,28,53,53,16,75,12,16,29,49
2024-09-13,377,878,110,294,1,0,-501,3.4272727272727272,511.3333333333333,377,60,43,56,17,62,45,9,33,29
2024-09-13,334,603,305,595,2,0,-269,1.0950819672131147,522.6666666666666,668,69,61,22,26,0,52,86,17,37
2024-09-13,593,367,778,108,1,0,226,0.7622107969151671,434.6666666666667,593,78,98,59,14,14,97,43,87,34
2024-09-13,103,685,346,927,1,1,-582,0.2976878612716763,343.3333333333333,103,79,67,72,80,88,28,1,62,65
2024-09-13,765,107,658,433,0,0,658,1.162613981762918,487.0,0,23,32,87,68,81,35,98,48,45
2024-09-13,541,607,857,432,2,0,-66,0.6312718786464411,469.6666666666667,1082,22,76,84,79,37,70,13,55,7
2024-09-13,128,575,226,426,0,0,-447,0.5663716814159292,478.0,0,9,55,54,14,41,93,40,90,67
2024-09-13,208,396,246,114,0,1,-188,0.8455284552845529,292.3333333333333,0,53,35,79,41,45,16,1,57,36
2024-09-13,709,263,217,938,0,1,446,3.2672811059907834,348.3333333333333,0,40,53,62,33,52,47,18,26,84
2024-09-13,826,584,481,713,2,1,242,1.7172557172557172,581.0,1652,48,18,55,47,25,76,79,54,12
2024-09-13,904,696,511,325,0,1,208,1.7690802348336594,813.0,0,16,42,54,82,60,23,88,84,72
2024-09-14,174,171,763,524,0,1,3,0.22804718217562253,634.6666666666666,0,55,11,24,7,66,53,0,18,44
2024-09-14,937,666,683,889,0,0,271,1.3718887262079063,671.6666666666666,0,44,10,25,9,53,94,1,22,28
2024-09-14,245,658,462,507,1,0,-413,0.5303030303030303,452.0,245,29,69,48,4,21,90,26,46,40
2024-09-14,227,337,608,212,0,0,-110,0.37335526315789475,469.6666666666667,0,43,11,62,47,25,84,1,78,55
2024-09-14,952,203,236,527,2,1,749,4.033898305084746,474.6666666666667,1904,73,90,44,25,82,0,93,65,87
2024-09-14,141,309,274,100,2,1,-168,0.5145985401459854,440.0,282,54,40,72,85,59,78,50,98,15
2024-09-14,455,653,388,365,1,0,-198,1.172680412371134,516.0,455,18,24,78,22,38,66,9,50,11
2024-09-14,140,927,580,590,2,1,-787,0.2413793103448276,245.33333333333334,280,28,2,38,61,35,5,18,83,65
2024-09-14,133,567,118,307,2,1,-434,1.1271186440677967,242.66666666666666,266,1,2,96,12,20,77,79,27,61
2024-09-14,116,553,294,721,1,1,-437,0.3945578231292517,129.66666666666666,116,35,83,64,8,40,54,12,56,18
2024-09-14,776,367,429,811,0,0,409,1.808857808857809,341.6666666666667,0,18,27,68,19,47,37,47,57,29
2024-09-14,252,485,274,468,1,0,-233,0.9197080291970803,381.3333333333333,252,6,22,55,91,25,32,55,14,15
2024-09-14,477,874,548,405,0,1,-397,0.8704379562043796,501.6666666666667,0,25,47,8,56,62,7,71,15,87
2024-09-14,687,947,453,111,0,1,-260,1.5165562913907285,472.0,0,78,66,69,23,76,89,55,96,12
2024-09-14,698,486,598,444,2,1,212,1.1672240802675586,620.6666666666666,1396,37,41,27,32,35,78,49,46,68
2024-09-14,728,976,240,564,1,1,-248,3.033333333333333,704.3333333333334,728,2,87,44,19,23,77,94,62,22
2024-09-14,973,358,857,799,2,0,615,1.1353558926487748,799.6666666666666,1946,79,39,25,59,89,19,44,11,61
2024-09-14,441,382,996,765,2,1,59,0.4427710843373494,714.0,882,65,5,27,47,20,54,88,42,30
2024-09-14,126,725,192,593,0,0,-599,0.65625,513.3333333333334,0,94,19,39,63,17,47,58,83,52
2024-09-14,924,974,338,467,2,0,-50,2.7337278106508878,497.0,1848,91,10,14,29,14,82,38,28,16
2024-09-14,386,139,304,945,1,0,247,1.269736842105263,478.6666666666667,386,70,95,5,72,78,55,20,48,48
2024-09-14,745,585,659,519,2,1,160,1.1305007587253415,685.0,1490,93,26,26,16,5,96,54,2,48
2024-09-15,830,319,532,988,2,0,511,1.5601503759398496,653.6666666666666,1660,42,20,37,99,42,99,56,68,66
2024-09-15,267,228,344,890,0,0,39,0.7761627906976745,614.0,0,61,12,67,13,30,87,40,59,25
2024-09-15,709,619,931,270,1,1,90,0.761546723952739,602.0,709,70,85,74,18,27,9,92,65,12
2024-09-15,367,712,416,233,2,1,-345,0.8822115384615384,447.6666666666667,734,99,34,84,70,7,51,69,86,37
2024-09-15,848,991,394,526,0,1,-143,2.1522842639593907,641.3333333333334,0,92,46,63,58,28,49,81,89,21
2024-09-15,920,787,739,124,2,0,133,1.2449255751014885,711.6666666666666,1840,23,85,29,66,20,33,48,25,84
2024-09-15,554,718,955,629,1,1,-164,0.5801047120418849,774.0,554,38,27,81,96,80,35,43,70,28
2024-09-15,784,712,381,289,2,0,72,2.057742782152231,752.6666666666666,1568,67,20,98,43,87,60,34,73,44
2024-09-15,500,359,116,240,2,0,141,4.310344827586207,612.6666666666666,1000,92,17,2,31,57,99,90,68,45
2024-09-15,575,465,170,654,0,1,110,3.3823529411764706,619.6666666666666,0,43,30,61,10,59,15,4,46,38
2024-09-15,801,857,368,945,2,0,-56,2.176630434782609,625.3333333333334,1602,4,59,11,1,49,78,70,75,68
2024-09-15,733,886,424,895,0,0,-153,1.7287735849056605,703.0,0,54,36,90,89,99,17,73,95,77
2024-09-15,657,643,893,757,1,0,14,0.7357222844344905,730.3333333333334,657,92,20,29,67,30,70,73,41,81
2024-09-15,675,748,404,414,2,0,-73,1.6707920792079207,688.3333333333334,1350,29,13,84,16,46,46,50,30,67
2024-09-15,229,623,550,543,1,1,-394,0.4163636363636364,520.3333333333334,229,28,88,37,80,33,85,56,21,96
2024-09-15,921,913,106,418,1,0,8,8.68867924528302,608.3333333333334,921,25,90,84,91,1,31,57,16,38
2024-09-15,462,986,413,540,2,1,-524,1.11864406779661,537.3333333333334,924,82,59,59,93,66,42,91,83,19
2024-09-15,804,115,916,191,0,0,689,0.8777292576419214,729.0,0,25,22,37,39,93,82,35,19,76
2024-09-15,918,228,202,278,1,0,690,4.544554455445544,728.0,918,36,94,14,86,71,39,9,7,99
2024-09-15,792,674,920,155,1,1,118,0.8608695652173913,838.0,792,90,28,17,45,51,64,49,97,67
2024-09-15,391,208,292,254,2,0,183,1.3390410958904109,700.3333333333334,782,93,46,51,87,6,34,98,48,34
2024-09-15,470,986,852,771,2,0,-516,0.5516431924882629,551.0,940,52,29,28,92,75,68,98,86,7
2024-09-16,893,632,673,210,2,0,261,1.326894502228826,584.6666666666666,1786,29,89,59,3,18,49,36,37,51
2024-09-16,128,769,628,236,2,0,-641,0.20382165605095542,497.0,256,2,83,20,37,89,11,19,52,39
2024-09-16,248,368,270,331,2,0,-120,0.9185185185185185,423.0,496,42,37,16,62,91,75,12,27,35
2024-09-16,878,261,636,567,2,0,617,1.380503144654088,418.0,1756,6,82,17,28,14,84,74,76,5
2024-09-16,395,359,350,831,0,1,36,1.1285714285714286,507.0,0,48,26,56,18,77,57,18,28,85
2024-09-16,110,201,864,580,1,1,-91,0.12731481481481483,461.0,110,72,88,36,90,47,82,91,71,69
2024-09-16,611,605,486,167,0,1,6,1.257201646090535,372.0,0,40,86,59,28,13,62,55,10,99
2024-09-16,775,834,306,913,0,0,-59,2.5326797385620914,498.6666666666667,0,76,92,37,99,2,72,44,46,72
2024-09-16,212,670,640,348,2,0,-458,0.33125,532.6666666666666,424,78,14,11,34,49,48,59,44,15
2024-09-16,286,346,728,422,1,0,-60,0.39285714285714285,424.3333333333333,286,53,58,74,69,92,35,67,17,45
2024-09-16,906,739,515,617,0,1,167,1.7592233009708738,468.0,0,68,2,83,22,53,53,56,49,58
2024-09-16,843,894,893,891,2,0,-51,0.9440089585666294,678.3333333333334,1686,92,9,72,45,5,46,53,88,37
2024-09-16,326,936,479,531,2,1,-610,0.6805845511482255,691.6666666666666,652,98,78,0,43,48,31,36,48,96
2024-09-16,409,636,243,586,1,0,-227,1.683127572016461,526.0,409,90,79,57,47,22,98,82,21,17
2024-09-16,197,230,124,705,0,0,-33,1.5887096774193548,310.6666666666667,0,26,16,2,51,91,94,36,44,11
2024-09-16,154,452,921,528,0,0,-298,0.16720955483170466,253.33333333333334,0,7,82,62,7,77,52,13,60,53
2024-09-16,722,295,767,368,0,1,427,0.9413298565840938,357.6666666666667,0,31,10,20,54,77,31,94,98,90
2024-09-16,763,892,172,808,2,0,-129,4.436046511627907,546.3333333333334,1526,83,47,22,65,19,61,91,92,46
2024-09-16,857,765,731,636,1,1,92,1.1723666210670314,780.6666666666666,857,63,4,8,76,76,36,99,20,0
2024-09-16,505,481,923,247,1,0,24,0.5471289274106176,708.3333333333334,505,9,68,82,39,90,95,43,70,14
2024-09-16,168,744,932,217,0,0,-576,0.18025751072961374,510.0,0,12,63,54,84,59,37,82,60,90
2024-09-16,411,326,192,949,2,1,85,2.140625,361.3333333333333,822,62,13,18,30,98,29,41,75,79
2024-09-17,388,800,604,466,0,0,-412,0.6423841059602649,322.3333333333333,0,92,49,61,47,44,57,0,35,20
2024-09-17,861,575,697,949,1,0,286,1.2352941176470589,553.3333333333334,861,34,25,86,99,60,31,22,23,0
2024-09-17,647,576,435,165,2,0,71,1.4873563218390804,632.0,1294,60,71,90,60,55,65,63,31,92
2024-09-17,850,364,524,912,0,0,486,1.6221374045801527,786.0,0,53,68,90,51,1,50,27,90,66
2024-09-17,247,471,598,469,0,1,-224,0.41304347826086957,581.3333333333334,0,7,6,38,37,44,10,3,95,11
2024-09-17,566,585,463,274,2,1,-19,1.2224622030237582,554.3333333333334,1132,28,15,99,90,39,58,40,58,27
2024-09-17,838,533,729,930,1,0,305,1.149519890260631,550.3333333333334,838,94,54,75,35,23,19,59,95,38
2024-09-17,343,745,844,687,2,0,-402,0.40639810426540285,582.3333333333334,686,40,77,26,86,28,36,17,95,36
2024-09-17,590,310,298,594,0,1,280,1.9798657718120805,590.3333333333334,0,29,55,45,54,66,72,62,89,94
2024-09-17,948,671,817,213,0,0,277,1.1603427172582619,627.0,0,85,3,33,84,67,48,60,74,59
2024-09-17,606,476,512,210,0,1,130,1.18359375,714.6666666666666,0,20,99,32,12,65,18,48,81,30
2024-09-17,464,494,438,860,0,0,-30,1.0593607305936072,672.6666666666666,0,75,47,91,36,83,54,46,4,57
2024-09-17,581,549,758,538,1,1,32,0.7664907651715039,550.3333333333334,581,10,16,94,46,53,39,38,15,96
2024-09-17,300,463,528,814,1,1,-163,0.5681818181818182,448.3333333333333,300,1,35,95,89,52,6,88,10,96
2024-09-17,253,975,882,246,0,1,-722,0.2868480725623583,378.0,0,49,69,49,70,78,4,81,34,10
2024-09-17,549,556,998,134,1,1,-7,0.5501002004008017,367.3333333333333,549,40,79,19,21,48,41,5,74,28
2024-09-17,600,824,238,408,1,0,-224,2.5210084033613445,467.3333333333333,600,65,92,39,38,31,87,82,41,88
2024-09-17,172,827,792,637,1,0,-655,0.21717171717171718,440.3333333333333,172,97,99,98,86,60,47,52,86,12
2024-09-17,812,325,641,849,0,1,487,1.2667706708268331,528.0,0,2,37,94,57,41,6,75,97,50
2024-09-17,395,230,156,113,2,1,165,2.532051282051282,459.6666666666667,790,79,61,57,29,0,10,24,80,53
2024-09-17,116,687,331,473,2,1,-571,0.3504531722054381,441.0,232,50,47,30,17,62,72,98,9,18
2024-09-17,740,575,757,656,2,1,165,0.9775429326287979,417.0,1480,67,9,37,17,34,48,64,81,57
2024-09-18,316,897,534,527,0,0,-581,0.5917602996254682,390.6666666666667,0,86,35,85,73,50,29,4,7,35
2024-09-18,160,376,483,827,1,1,-216,0.33126293995859213,405.3333333333333,160,83,28,44,38,70,40,64,25,27
2024-09-18,715,255,659,332,1,1,460,1.0849772382397571,397.0,715,24,77,40,93,44,2,7,2,67
2024-09-18,141,859,293,804,0,1,-718,0.4812286689419795,338.6666666666667,0,29,3,8,25,76,85,38,58,2
2024-09-18,124,317,835,662,0,1,-193,0.14850299401197606,326.6666666666667,0,81,43,8,70,64,39,42,87,88
2024-09-18,138,289,747,986,2,1,-151,0.18473895582329317,134.33333333333334,276,10,55,62,6,13,50,81,2,40
2024-09-18,902,516,633,825,2,1,386,1.4249605055292258,388.0,1804,92,41,78,68,92,83,72,37,34
2024-09-18,230,774,617,762,0,1,-544,0.3727714748784441,423.3333333333333,0,16,99,76,64,2,31,4,1,92
2024-09-18,597,791,815,539,2,0,-194,0.7325153374233129,576.3333333333334,1194,25,12,21,45,23,47,3,98,92
2024-09-18,328,645,850,601,1,1,-317,0.38588235294117645,385.0,328,22,45,15,17,64,70,92,16,75
2024-09-18,207,140,284,374,0,1,67,0.7288732394366197,377.3333333333333,0,55,81,31,12,47,70,0,72,98
